STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	BRCA1	BRCA2	TP53	AURKA
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A2-01	0.5772	2.5267	2.3998	1.1352	0.763	-1.307	2.7262
brca_tcga_pan_can_atlas_2018	TCGA-A8-A0A1-01	-0.451	-0.6904	3.2253	3.2102	2.2018	0.0819	3.4103
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09Z-01	-3.7883	-2.5296	2.7236	0.2795	1.3378	0.9345	2.3094
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09X-01	-1.6607	0.9044	4.3838	1.4634	1.9694	0.8185	4.8752
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09W-01	-3.2113	2.2607	4.6252	3.0562	-0.1211	2.178	6.656
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09V-01	1.5465	1.9621	2.8674	3.0888	1.2558	0.5955	3.0064
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09T-01	-0.6233	-1.092	3.2317	2.6268	1.7617	0.7336	3.7425
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09R-01	-0.5944	-1.7379	3.548	4.3272	2.4174	-0.5187	4.8576
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09Q-01	-0.9505	1.261	4.9901	2.6964	1.2849	-2.3933	3.9886
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09N-01	-2.8765	1.5512	4.3484	2.3093	1.7462	1.1488	4.1151
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09M-01	-0.5294	-1.5703	3.4097	2.5564	0.4173	-0.3801	5.4024
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09I-01	-0.2593	1.9236	5.3807	2.8454	3.2956	0.5411	6.7252
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09G-01	-0.8067	2.2294	3.7653	7.2073	1.9739	0.521	4.4439
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09D-01	-0.0649	-0.6304	3.3844	-0.1171	1.755	1.3906	8.8893
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09C-01	0.4409	2.5969	3.7993	0.8372	1.8281	1.7424	4.5393
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09B-01	-0.5436	-0.7562	2.3665	3.1402	0.8356	1.0844	2.0608
brca_tcga_pan_can_atlas_2018	TCGA-A8-A09A-01	-0.2318	-0.0506	3.8413	2.5369	0.0228	-0.7311	4.4082
brca_tcga_pan_can_atlas_2018	TCGA-A8-A099-01	-1.1235	1.2832	1.7686	2.4513	1.2292	-0.1065	2.1141
brca_tcga_pan_can_atlas_2018	TCGA-A8-A097-01	0.5705	-1.1096	3.5773	4.9526	1.6862	-1.7303	4.9918
brca_tcga_pan_can_atlas_2018	TCGA-A8-A096-01	-1.4359	-0.7036	3.4402	2.9916	2.1708	0.9217	3.3247
brca_tcga_pan_can_atlas_2018	TCGA-A8-A095-01	0.48	0.4651	4.2122	5.3657	2.6247	1.5939	4.0776
brca_tcga_pan_can_atlas_2018	TCGA-A8-A094-01	-0.143	-1.9844	4.1847	1.1953	2.745	-3.7333	6.1222
brca_tcga_pan_can_atlas_2018	TCGA-A8-A093-01	-0.643	-1.433	3.2182	2.713	1.1068	-0.6391	2.9207
brca_tcga_pan_can_atlas_2018	TCGA-A8-A092-01	-2.1035	2.977	5.1854	7.0041	2.3697	1.1043	6.7944
brca_tcga_pan_can_atlas_2018	TCGA-A8-A091-01	-0.323	0.2461	2.143	2.3536	2.2902	-0.602	4.8545
brca_tcga_pan_can_atlas_2018	TCGA-A8-A090-01	-1.679	0.2544	3.9004	5.3254	2.005	-1.7116	4.0989
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08Z-01	0.361	0.2342	2.8752	2.2428	1.9757	0.3711	2.9213
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08X-01	0.7421	-1.1823	4.7551	2.3204	3.1359	2.3524	5.8281
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08T-01	-1.0208	0.7551	2.5068	1.0897	0.9746	1.7006	2.6026
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08R-01	-0.0986	-0.7058	5.0649	5.0656	3.0366	-2.3924	6.6376
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08P-01	-0.4988	-0.5765	4.3605	3.5596	1.5718	-3.1902	6.237
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08O-01	0.2625	-2.2744	3.0587	3.2265	1.9271	-0.3795	3.4074
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08L-01	0.9439	-0.0818	4.4468	3.064	0.6622	-2.9138	5.8724
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08J-01	-0.993	1.1348	3.969	1.9933	1.4377	-0.6284	5.8799
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08I-01	0.519	-1.0653	4.2504	4.3809	1.8132	0.1297	5.2829
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08H-01	-1.1954	-0.4221	3.7081	2.8539	2.4371	-0.5419	4.0725
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08G-01	-0.0495	0.6003	3.7222	3.6404	2.5852	-1.2169	4.9683
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08C-01	-0.6832	-0.0274	2.2273	0.813	0.8988	1.7902	1.533
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08B-01	0.1191	2.3372	4.1203	1.7101	2.3419	-4.6529	5.1363
brca_tcga_pan_can_atlas_2018	TCGA-A8-A08A-01	-0.7833	-1.5427	2.5237	0.869	0.4218	1.292	2.6741
