STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	AURKA	BRCA1	BRCA2	TP53
ov_tcga_pan_can_atlas_2018	TCGA-24-1614-01	NA	NA	NA	NA	NA	-0.205714234	-1.064100528
ov_tcga_pan_can_atlas_2018	TCGA-24-1604-01	NA	NA	NA	NA	NA	-0.467994069	-1.379327343
ov_tcga_pan_can_atlas_2018	TCGA-24-1603-01	NA	NA	NA	NA	NA	-0.537091117	-1.550225103
ov_tcga_pan_can_atlas_2018	TCGA-24-1567-01	NA	NA	NA	NA	NA	-0.489136068	-0.672172335
ov_tcga_pan_can_atlas_2018	TCGA-24-1565-01	NA	NA	NA	NA	NA	-0.574749198	-1.571754852
ov_tcga_pan_can_atlas_2018	TCGA-24-1564-01	NA	NA	NA	NA	NA	-0.674468845	-1.685115795
ov_tcga_pan_can_atlas_2018	TCGA-24-1563-01	NA	NA	NA	NA	NA	-0.4088704	-1.151856509
ov_tcga_pan_can_atlas_2018	TCGA-24-1562-01	NA	NA	NA	NA	NA	-0.430984956	-1.674660168
ov_tcga_pan_can_atlas_2018	TCGA-24-1560-01	NA	NA	NA	NA	NA	-0.621560606	-0.868546145
ov_tcga_pan_can_atlas_2018	TCGA-24-1558-01	NA	NA	NA	NA	NA	-0.438586829	-0.309784815
ov_tcga_pan_can_atlas_2018	TCGA-24-1557-01	NA	NA	NA	NA	NA	-0.473775065	-0.935715634
ov_tcga_pan_can_atlas_2018	TCGA-24-1556-01	NA	NA	NA	NA	NA	-0.454457328	-1.417856521
ov_tcga_pan_can_atlas_2018	TCGA-24-1555-01	NA	NA	NA	NA	NA	-0.722377191	-1.156800469
ov_tcga_pan_can_atlas_2018	TCGA-24-1553-01	NA	NA	NA	NA	NA	-0.636624869	-0.991033602
ov_tcga_pan_can_atlas_2018	TCGA-24-1552-01	NA	NA	NA	NA	NA	-0.521725876	-0.735116973
ov_tcga_pan_can_atlas_2018	TCGA-24-1551-01	NA	NA	NA	NA	NA	-0.48180895	-0.222977955
ov_tcga_pan_can_atlas_2018	TCGA-24-1550-01	NA	NA	NA	NA	NA	-0.661265784	-1.484184542
ov_tcga_pan_can_atlas_2018	TCGA-24-1549-01	NA	NA	NA	NA	NA	-0.617810597	-1.078842954
ov_tcga_pan_can_atlas_2018	TCGA-24-1548-01	NA	NA	NA	NA	NA	-0.820449542	-1.100537303
ov_tcga_pan_can_atlas_2018	TCGA-24-1546-01	NA	NA	NA	NA	NA	-0.434089647	-1.320189112
ov_tcga_pan_can_atlas_2018	TCGA-24-1545-01	NA	NA	NA	NA	NA	-0.670321106	-0.783277005
