STUDY_ID	SAMPLE_ID	TIA1	TIAL1	TPX2	AURKA	BRCA1	BRCA2	TP53
ov_tcga_pan_can_atlas_2018	TCGA-24-2288-01	0.126	-0.045	0.379	0.455	0.172	-0.132	-0.444
ov_tcga_pan_can_atlas_2018	TCGA-24-2281-01	0.11	-0.007	0.372	0.439	-0.387	-0.089	0.346
ov_tcga_pan_can_atlas_2018	TCGA-24-2280-01	0.06	-0.214	0.163	0.598	-0.657	-0.731	-0.673
ov_tcga_pan_can_atlas_2018	TCGA-24-2271-01	0	0.027	-0.004	0.007	-0.666	-0.027	-0.666
ov_tcga_pan_can_atlas_2018	TCGA-24-2267-01	0	0.366	0.142	-0.373	0.033	-0.348	-0.374
ov_tcga_pan_can_atlas_2018	TCGA-24-2262-01	-0.022	-0.72	0.021	-0.017	-0.706	-0.712	-0.096
ov_tcga_pan_can_atlas_2018	TCGA-24-2261-01	0.324	0.132	0.178	0.178	-0.064	-0.529	-0.565
ov_tcga_pan_can_atlas_2018	TCGA-24-2260-01	0.096	0	1.31	1	-0.542	-0.434	0.517
ov_tcga_pan_can_atlas_2018	TCGA-24-2254-01	0.008	-0.719	0.06	0.139	-0.767	-0.807	0.114
ov_tcga_pan_can_atlas_2018	TCGA-24-2038-01	0.003	0	0.024	0.024	0.017	-0.015	0.017
ov_tcga_pan_can_atlas_2018	TCGA-24-2035-01	0.005	0.02	0.047	0.047	-0.458	0.029	-0.567
ov_tcga_pan_can_atlas_2018	TCGA-24-2033-01	0.594	-0.01	0.68	2.12	-0.547	-0.042	-0.558
ov_tcga_pan_can_atlas_2018	TCGA-24-2030-01	0.028	-0.554	0.105	-0.529	-0.481	-0.598	-0.466
ov_tcga_pan_can_atlas_2018	TCGA-24-2029-01	0.424	0.044	0.003	0.047	-0.624	0.003	-0.63
ov_tcga_pan_can_atlas_2018	TCGA-24-2027-01	0	0.103	0.799	0.67	-0.054	-0.94	-0.034
ov_tcga_pan_can_atlas_2018	TCGA-24-2026-01	0.021	-0.765	0.666	0.624	-0.315	-0.77	-0.34
ov_tcga_pan_can_atlas_2018	TCGA-24-2024-01	1.13	0.021	0.015	0.092	-0.927	-0.933	0.04
